Fecha;Territorio;Medida;Valor;
08/12/2020;Málaga;Confirmados PDIA;35135;
08/12/2020;Málaga;Aumento;35;
08/12/2020;Málaga;Confirmados PDIA 14 días;2388;
08/12/2020;Málaga;Confirmados PDIA 7 días;919;
08/12/2020;Málaga;Total confirmados ;37171;
08/12/2020;Málaga;Hospitalizados;3808;
08/12/2020;Málaga;Total UCI;330;
08/12/2020;Málaga;Fallecidos;706;
08/12/2020;Málaga;Curados;26609;
08/12/2020;Sevilla;Confirmados PDIA;56231;
08/12/2020;Sevilla;Aumento;39;
08/12/2020;Sevilla;Confirmados PDIA 14 días;2503;
08/12/2020;Sevilla;Confirmados PDIA 7 días;901;
08/12/2020;Sevilla;Total confirmados ;57217;
08/12/2020;Sevilla;Hospitalizados;5070;
08/12/2020;Sevilla;Total UCI;462;
08/12/2020;Sevilla;Fallecidos;991;
08/12/2020;Sevilla;Curados;35241;
07/12/2020;Andalucía;Confirmados PDIA;239615;
07/12/2020;Andalucía;Aumento;714;
07/12/2020;Andalucía;Confirmados PDIA 14 días;17091;
07/12/2020;Andalucía;Confirmados PDIA 7 días;6712;
07/12/2020;Andalucía;Total confirmados ;245826;
07/12/2020;Andalucía;Hospitalizados;21819;
07/12/2020;Andalucía;Total UCI;1964;
07/12/2020;Andalucía;Fallecidos;4391;
07/12/2020;Andalucía;Curados;148586;
07/12/2020;Almería;Confirmados PDIA;18830;
07/12/2020;Almería;Aumento;93;
07/12/2020;Almería;Confirmados PDIA 14 días;1766;
07/12/2020;Almería;Confirmados PDIA 7 días;705;
07/12/2020;Almería;Total confirmados ;19210;
07/12/2020;Almería;Hospitalizados;1334;
07/12/2020;Almería;Total UCI;186;
07/12/2020;Almería;Fallecidos;232;
07/12/2020;Almería;Curados;13452;
07/12/2020;Cádiz;Confirmados PDIA;27617;
07/12/2020;Cádiz;Aumento;194;
07/12/2020;Cádiz;Confirmados PDIA 14 días;3368;
07/12/2020;Cádiz;Confirmados PDIA 7 días;1252;
07/12/2020;Cádiz;Total confirmados ;28047;
07/12/2020;Cádiz;Hospitalizados;2138;
07/12/2020;Cádiz;Total UCI;203;
07/12/2020;Cádiz;Fallecidos;458;
07/12/2020;Cádiz;Curados;15122;
07/12/2020;Córdoba;Confirmados PDIA;23616;
07/12/2020;Córdoba;Aumento;62;
07/12/2020;Córdoba;Confirmados PDIA 14 días;1540;
07/12/2020;Córdoba;Confirmados PDIA 7 días;651;
07/12/2020;Córdoba;Total confirmados ;24130;
07/12/2020;Córdoba;Hospitalizados;2282;
07/12/2020;Córdoba;Total UCI;234;
07/12/2020;Córdoba;Fallecidos;468;
07/12/2020;Córdoba;Curados;14920;
07/12/2020;Granada;Confirmados PDIA;44483;
07/12/2020;Granada;Aumento;31;
07/12/2020;Granada;Confirmados PDIA 14 días;2068;
07/12/2020;Granada;Confirmados PDIA 7 días;699;
07/12/2020;Granada;Total confirmados ;45343;
07/12/2020;Granada;Hospitalizados;3918;
07/12/2020;Granada;Total UCI;330;
07/12/2020;Granada;Fallecidos;898;
07/12/2020;Granada;Curados;23817;
07/12/2020;Huelva;Confirmados PDIA;10199;
07/12/2020;Huelva;Aumento;42;
07/12/2020;Huelva;Confirmados PDIA 14 días;1331;
07/12/2020;Huelva;Confirmados PDIA 7 días;564;
07/12/2020;Huelva;Total confirmados ;10483;
07/12/2020;Huelva;Hospitalizados;779;
07/12/2020;Huelva;Total UCI;41;
07/12/2020;Huelva;Fallecidos;109;
07/12/2020;Huelva;Curados;4991;
07/12/2020;Jaén;Confirmados PDIA;23578;
07/12/2020;Jaén;Aumento;51;
07/12/2020;Jaén;Confirmados PDIA 14 días;1721;
07/12/2020;Jaén;Confirmados PDIA 7 días;743;
07/12/2020;Jaén;Total confirmados ;24301;
07/12/2020;Jaén;Hospitalizados;2498;
07/12/2020;Jaén;Total UCI;199;
07/12/2020;Jaén;Fallecidos;535;
07/12/2020;Jaén;Curados;15196;
07/12/2020;Málaga;Confirmados PDIA;35100;
07/12/2020;Málaga;Aumento;104;
07/12/2020;Málaga;Confirmados PDIA 14 días;2556;
07/12/2020;Málaga;Confirmados PDIA 7 días;1029;
07/12/2020;Málaga;Total confirmados ;37134;
07/12/2020;Málaga;Hospitalizados;3803;
07/12/2020;Málaga;Total UCI;330;
07/12/2020;Málaga;Fallecidos;705;
07/12/2020;Málaga;Curados;26462;
07/12/2020;Sevilla;Confirmados PDIA;56192;
07/12/2020;Sevilla;Aumento;137;
07/12/2020;Sevilla;Confirmados PDIA 14 días;2741;
07/12/2020;Sevilla;Confirmados PDIA 7 días;1069;
07/12/2020;Sevilla;Total confirmados ;57178;
07/12/2020;Sevilla;Hospitalizados;5067;
07/12/2020;Sevilla;Total UCI;441;
07/12/2020;Sevilla;Fallecidos;986;
07/12/2020;Sevilla;Curados;34626;
06/12/2020;Andalucía;Confirmados PDIA;238901;
06/12/2020;Andalucía;Aumento;1001;
06/12/2020;Andalucía;Confirmados PDIA 14 días;17192;
06/12/2020;Andalucía;Confirmados PDIA 7 días;6495;
06/12/2020;Andalucía;Total confirmados ;245106;
06/12/2020;Andalucía;Hospitalizados;21789;
06/12/2020;Andalucía;Total UCI;1955;
06/12/2020;Andalucía;Fallecidos;4369;
06/12/2020;Andalucía;Curados;144741;
06/12/2020;Almería;Confirmados PDIA;18737;
06/12/2020;Almería;Aumento;118;
06/12/2020;Almería;Confirmados PDIA 14 días;1740;
06/12/2020;Almería;Confirmados PDIA 7 días;652;
06/12/2020;Almería;Total confirmados ;19117;
06/12/2020;Almería;Hospitalizados;1331;
06/12/2020;Almería;Total UCI;184;
06/12/2020;Almería;Fallecidos;230;
06/12/2020;Almería;Curados;13426;
06/12/2020;Cádiz;Confirmados PDIA;27423;
06/12/2020;Cádiz;Aumento;179;
06/12/2020;Cádiz;Confirmados PDIA 14 días;3423;
06/12/2020;Cádiz;Confirmados PDIA 7 días;1176;
06/12/2020;Cádiz;Total confirmados ;27853;
06/12/2020;Cádiz;Hospitalizados;2135;
06/12/2020;Cádiz;Total UCI;202;
06/12/2020;Cádiz;Fallecidos;456;
06/12/2020;Cádiz;Curados;14636;
06/12/2020;Córdoba;Confirmados PDIA;23554;
06/12/2020;Córdoba;Aumento;118;
06/12/2020;Córdoba;Confirmados PDIA 14 días;1534;
06/12/2020;Córdoba;Confirmados PDIA 7 días;648;
06/12/2020;Córdoba;Total confirmados ;24068;
06/12/2020;Córdoba;Hospitalizados;2276;
06/12/2020;Córdoba;Total UCI;233;
06/12/2020;Córdoba;Fallecidos;467;
06/12/2020;Córdoba;Curados;14396;
06/12/2020;Granada;Confirmados PDIA;44452;
06/12/2020;Granada;Aumento;122;
06/12/2020;Granada;Confirmados PDIA 14 días;2099;
06/12/2020;Granada;Confirmados PDIA 7 días;712;
06/12/2020;Granada;Total confirmados ;45311;
06/12/2020;Granada;Hospitalizados;3917;
06/12/2020;Granada;Total UCI;326;
06/12/2020;Granada;Fallecidos;888;
06/12/2020;Granada;Curados;22126;
06/12/2020;Huelva;Confirmados PDIA;10157;
06/12/2020;Huelva;Aumento;90;
06/12/2020;Huelva;Confirmados PDIA 14 días;1326;
06/12/2020;Huelva;Confirmados PDIA 7 días;545;
06/12/2020;Huelva;Total confirmados ;10441;
06/12/2020;Huelva;Hospitalizados;773;
06/12/2020;Huelva;Total UCI;41;
06/12/2020;Huelva;Fallecidos;109;
06/12/2020;Huelva;Curados;4939;
06/12/2020;Jaén;Confirmados PDIA;23527;
06/12/2020;Jaén;Aumento;108;
06/12/2020;Jaén;Confirmados PDIA 14 días;1772;
06/12/2020;Jaén;Confirmados PDIA 7 días;745;
06/12/2020;Jaén;Total confirmados ;24248;
06/12/2020;Jaén;Hospitalizados;2494;
06/12/2020;Jaén;Total UCI;199;
06/12/2020;Jaén;Fallecidos;535;
06/12/2020;Jaén;Curados;14836;
06/12/2020;Málaga;Confirmados PDIA;34996;
06/12/2020;Málaga;Aumento;151;
06/12/2020;Málaga;Confirmados PDIA 14 días;2554;
06/12/2020;Málaga;Confirmados PDIA 7 días;1019;
06/12/2020;Málaga;Total confirmados ;37029;
06/12/2020;Málaga;Hospitalizados;3799;
06/12/2020;Málaga;Total UCI;329;
06/12/2020;Málaga;Fallecidos;704;
06/12/2020;Málaga;Curados;26387;
06/12/2020;Sevilla;Confirmados PDIA;56055;
06/12/2020;Sevilla;Aumento;115;
06/12/2020;Sevilla;Confirmados PDIA 14 días;2744;
06/12/2020;Sevilla;Confirmados PDIA 7 días;998;
06/12/2020;Sevilla;Total confirmados ;57039;
06/12/2020;Sevilla;Hospitalizados;5064;
06/12/2020;Sevilla;Total UCI;441;
06/12/2020;Sevilla;Fallecidos;980;
06/12/2020;Sevilla;Curados;33995;
05/12/2020;Andalucía;Confirmados PDIA;237900;
05/12/2020;Andalucía;Aumento;1286;
05/12/2020;Andalucía;Confirmados PDIA 14 días;17802;
05/12/2020;Andalucía;Confirmados PDIA 7 días;6456;
05/12/2020;Andalucía;Total confirmados ;244102;
05/12/2020;Andalucía;Hospitalizados;21511;
05/12/2020;Andalucía;Total UCI;1937;
05/12/2020;Andalucía;Fallecidos;4347;
05/12/2020;Andalucía;Curados;140916;
05/12/2020;Almería;Confirmados PDIA;18619;
05/12/2020;Almería;Aumento;141;
05/12/2020;Almería;Confirmados PDIA 14 días;1809;
05/12/2020;Almería;Confirmados PDIA 7 días;691;
05/12/2020;Almería;Total confirmados ;18997;
05/12/2020;Almería;Hospitalizados;1283;
05/12/2020;Almería;Total UCI;184;
05/12/2020;Almería;Fallecidos;230;
05/12/2020;Almería;Curados;13411;
05/12/2020;Cádiz;Confirmados PDIA;27244;
05/12/2020;Cádiz;Aumento;278;
05/12/2020;Cádiz;Confirmados PDIA 14 días;3668;
05/12/2020;Cádiz;Confirmados PDIA 7 días;1264;
05/12/2020;Cádiz;Total confirmados ;27673;
05/12/2020;Cádiz;Hospitalizados;2073;
05/12/2020;Cádiz;Total UCI;201;
05/12/2020;Cádiz;Fallecidos;455;
05/12/2020;Cádiz;Curados;14414;
05/12/2020;Córdoba;Confirmados PDIA;23436;
05/12/2020;Córdoba;Aumento;131;
05/12/2020;Córdoba;Confirmados PDIA 14 días;1534;
05/12/2020;Córdoba;Confirmados PDIA 7 días;610;
05/12/2020;Córdoba;Total confirmados ;23950;
05/12/2020;Córdoba;Hospitalizados;2264;
05/12/2020;Córdoba;Total UCI;232;
05/12/2020;Córdoba;Fallecidos;466;
05/12/2020;Córdoba;Curados;13985;
05/12/2020;Granada;Confirmados PDIA;44330;
05/12/2020;Granada;Aumento;130;
05/12/2020;Granada;Confirmados PDIA 14 días;2077;
05/12/2020;Granada;Confirmados PDIA 7 días;632;
05/12/2020;Granada;Total confirmados ;45189;
05/12/2020;Granada;Hospitalizados;3890;
05/12/2020;Granada;Total UCI;323;
05/12/2020;Granada;Fallecidos;884;
05/12/2020;Granada;Curados;20177;
05/12/2020;Huelva;Confirmados PDIA;10067;
05/12/2020;Huelva;Aumento;87;
05/12/2020;Huelva;Confirmados PDIA 14 días;1350;
05/12/2020;Huelva;Confirmados PDIA 7 días;513;
05/12/2020;Huelva;Total confirmados ;10351;
05/12/2020;Huelva;Hospitalizados;749;
05/12/2020;Huelva;Total UCI;41;
05/12/2020;Huelva;Fallecidos;107;
05/12/2020;Huelva;Curados;4893;
05/12/2020;Jaén;Confirmados PDIA;23419;
05/12/2020;Jaén;Aumento;161;
05/12/2020;Jaén;Confirmados PDIA 14 días;1825;
05/12/2020;Jaén;Confirmados PDIA 7 días;746;
05/12/2020;Jaén;Total confirmados ;24140;
05/12/2020;Jaén;Hospitalizados;2466;
05/12/2020;Jaén;Total UCI;199;
05/12/2020;Jaén;Fallecidos;535;
05/12/2020;Jaén;Curados;14557;
05/12/2020;Málaga;Confirmados PDIA;34845;
05/12/2020;Málaga;Aumento;202;
05/12/2020;Málaga;Confirmados PDIA 14 días;2604;
05/12/2020;Málaga;Confirmados PDIA 7 días;992;
05/12/2020;Málaga;Total confirmados ;36878;
05/12/2020;Málaga;Hospitalizados;3777;
05/12/2020;Málaga;Total UCI;329;
05/12/2020;Málaga;Fallecidos;701;
05/12/2020;Málaga;Curados;26266;
05/12/2020;Sevilla;Confirmados PDIA;55940;
05/12/2020;Sevilla;Aumento;156;
05/12/2020;Sevilla;Confirmados PDIA 14 días;2935;
05/12/2020;Sevilla;Confirmados PDIA 7 días;1008;
05/12/2020;Sevilla;Total confirmados ;56924;
05/12/2020;Sevilla;Hospitalizados;5009;
05/12/2020;Sevilla;Total UCI;428;
05/12/2020;Sevilla;Fallecidos;969;
05/12/2020;Sevilla;Curados;33213;
04/12/2020;Andalucía;Confirmados PDIA;236614;
04/12/2020;Andalucía;Aumento;1312;
04/12/2020;Andalucía;Confirmados PDIA 14 días;19250;
04/12/2020;Andalucía;Confirmados PDIA 7 días;7048;
04/12/2020;Andalucía;Total confirmados ;242754;
04/12/2020;Andalucía;Hospitalizados;21441;
04/12/2020;Andalucía;Total UCI;1926;
04/12/2020;Andalucía;Fallecidos;4317;
04/12/2020;Andalucía;Curados;137173;
04/12/2020;Almería;Confirmados PDIA;18478;
04/12/2020;Almería;Aumento;110;
04/12/2020;Almería;Confirmados PDIA 14 días;1868;
04/12/2020;Almería;Confirmados PDIA 7 días;752;
04/12/2020;Almería;Total confirmados ;18854;
04/12/2020;Almería;Hospitalizados;1276;
04/12/2020;Almería;Total UCI;181;
04/12/2020;Almería;Fallecidos;228;
04/12/2020;Almería;Curados;13264;
04/12/2020;Cádiz;Confirmados PDIA;26966;
04/12/2020;Cádiz;Aumento;251;
04/12/2020;Cádiz;Confirmados PDIA 14 días;3836;
04/12/2020;Cádiz;Confirmados PDIA 7 días;1351;
04/12/2020;Cádiz;Total confirmados ;27394;
04/12/2020;Cádiz;Hospitalizados;2072;
04/12/2020;Cádiz;Total UCI;200;
04/12/2020;Cádiz;Fallecidos;450;
04/12/2020;Cádiz;Curados;14040;
04/12/2020;Córdoba;Confirmados PDIA;23305;
04/12/2020;Córdoba;Aumento;117;
04/12/2020;Córdoba;Confirmados PDIA 14 días;1608;
04/12/2020;Córdoba;Confirmados PDIA 7 días;677;
04/12/2020;Córdoba;Total confirmados ;23811;
04/12/2020;Córdoba;Hospitalizados;2260;
04/12/2020;Córdoba;Total UCI;230;
04/12/2020;Córdoba;Fallecidos;466;
04/12/2020;Córdoba;Curados;13759;
04/12/2020;Granada;Confirmados PDIA;44200;
04/12/2020;Granada;Aumento;134;
04/12/2020;Granada;Confirmados PDIA 14 días;2454;
04/12/2020;Granada;Confirmados PDIA 7 días;715;
04/12/2020;Granada;Total confirmados ;45058;
04/12/2020;Granada;Hospitalizados;3882;
04/12/2020;Granada;Total UCI;320;
04/12/2020;Granada;Fallecidos;878;
04/12/2020;Granada;Curados;18257;
04/12/2020;Huelva;Confirmados PDIA;9980;
04/12/2020;Huelva;Aumento;123;
04/12/2020;Huelva;Confirmados PDIA 14 días;1457;
04/12/2020;Huelva;Confirmados PDIA 7 días;571;
04/12/2020;Huelva;Total confirmados ;10261;
04/12/2020;Huelva;Hospitalizados;743;
04/12/2020;Huelva;Total UCI;41;
04/12/2020;Huelva;Fallecidos;107;
04/12/2020;Huelva;Curados;4822;
04/12/2020;Jaén;Confirmados PDIA;23258;
04/12/2020;Jaén;Aumento;146;
04/12/2020;Jaén;Confirmados PDIA 14 días;2002;
04/12/2020;Jaén;Confirmados PDIA 7 días;743;
04/12/2020;Jaén;Total confirmados ;23975;
04/12/2020;Jaén;Hospitalizados;2458;
04/12/2020;Jaén;Total UCI;199;
04/12/2020;Jaén;Fallecidos;533;
04/12/2020;Jaén;Curados;14194;
04/12/2020;Málaga;Confirmados PDIA;34643;
04/12/2020;Málaga;Aumento;210;
04/12/2020;Málaga;Confirmados PDIA 14 días;2784;
04/12/2020;Málaga;Confirmados PDIA 7 días;1146;
04/12/2020;Málaga;Total confirmados ;36674;
04/12/2020;Málaga;Hospitalizados;3760;
04/12/2020;Málaga;Total UCI;328;
04/12/2020;Málaga;Fallecidos;697;
04/12/2020;Málaga;Curados;26104;
04/12/2020;Sevilla;Confirmados PDIA;55784;
04/12/2020;Sevilla;Aumento;221;
04/12/2020;Sevilla;Confirmados PDIA 14 días;3241;
04/12/2020;Sevilla;Confirmados PDIA 7 días;1093;
04/12/2020;Sevilla;Total confirmados ;56727;
04/12/2020;Sevilla;Hospitalizados;4990;
04/12/2020;Sevilla;Total UCI;427;
04/12/2020;Sevilla;Fallecidos;958;
04/12/2020;Sevilla;Curados;32733;
03/12/2020;Andalucía;Confirmados PDIA;235302;
03/12/2020;Andalucía;Aumento;1381;
03/12/2020;Andalucía;Confirmados PDIA 14 días;20864;
03/12/2020;Andalucía;Confirmados PDIA 7 días;7535;
03/12/2020;Andalucía;Total confirmados ;241417;
03/12/2020;Andalucía;Hospitalizados;21049;
03/12/2020;Andalucía;Total UCI;1889;
03/12/2020;Andalucía;Fallecidos;4277;
03/12/2020;Andalucía;Curados;133429;
03/12/2020;Almería;Confirmados PDIA;18368;
03/12/2020;Almería;Aumento;124;
03/12/2020;Almería;Confirmados PDIA 14 días;2017;
03/12/2020;Almería;Confirmados PDIA 7 días;829;
03/12/2020;Almería;Total confirmados ;18744;
03/12/2020;Almería;Hospitalizados;1256;
03/12/2020;Almería;Total UCI;179;
03/12/2020;Almería;Fallecidos;226;
03/12/2020;Almería;Curados;13004;
03/12/2020;Cádiz;Confirmados PDIA;26715;
03/12/2020;Cádiz;Aumento;269;
03/12/2020;Cádiz;Confirmados PDIA 14 días;4068;
03/12/2020;Cádiz;Confirmados PDIA 7 días;1509;
03/12/2020;Cádiz;Total confirmados ;27143;
03/12/2020;Cádiz;Hospitalizados;1981;
03/12/2020;Cádiz;Total UCI;195;
03/12/2020;Cádiz;Fallecidos;446;
03/12/2020;Cádiz;Curados;13858;
03/12/2020;Córdoba;Confirmados PDIA;23188;
03/12/2020;Córdoba;Aumento;117;
03/12/2020;Córdoba;Confirmados PDIA 14 días;1709;
03/12/2020;Córdoba;Confirmados PDIA 7 días;663;
03/12/2020;Córdoba;Total confirmados ;23693;
03/12/2020;Córdoba;Hospitalizados;2227;
03/12/2020;Córdoba;Total UCI;229;
03/12/2020;Córdoba;Fallecidos;463;
03/12/2020;Córdoba;Curados;13476;
03/12/2020;Granada;Confirmados PDIA;44066;
03/12/2020;Granada;Aumento;147;
03/12/2020;Granada;Confirmados PDIA 14 días;2796;
03/12/2020;Granada;Confirmados PDIA 7 días;789;
03/12/2020;Granada;Total confirmados ;44923;
03/12/2020;Granada;Hospitalizados;3802;
03/12/2020;Granada;Total UCI;303;
03/12/2020;Granada;Fallecidos;871;
03/12/2020;Granada;Curados;16863;
03/12/2020;Huelva;Confirmados PDIA;9857;
03/12/2020;Huelva;Aumento;104;
03/12/2020;Huelva;Confirmados PDIA 14 días;1530;
03/12/2020;Huelva;Confirmados PDIA 7 días;575;
03/12/2020;Huelva;Total confirmados ;10137;
03/12/2020;Huelva;Hospitalizados;694;
03/12/2020;Huelva;Total UCI;41;
03/12/2020;Huelva;Fallecidos;107;
03/12/2020;Huelva;Curados;4744;
03/12/2020;Jaén;Confirmados PDIA;23112;
03/12/2020;Jaén;Aumento;179;
03/12/2020;Jaén;Confirmados PDIA 14 días;2113;
03/12/2020;Jaén;Confirmados PDIA 7 días;779;
03/12/2020;Jaén;Total confirmados ;23827;
03/12/2020;Jaén;Hospitalizados;2432;
03/12/2020;Jaén;Total UCI;197;
03/12/2020;Jaén;Fallecidos;527;
03/12/2020;Jaén;Curados;13788;
03/12/2020;Málaga;Confirmados PDIA;34433;
03/12/2020;Málaga;Aumento;214;
03/12/2020;Málaga;Confirmados PDIA 14 días;2946;
03/12/2020;Málaga;Confirmados PDIA 7 días;1201;
03/12/2020;Málaga;Total confirmados ;36459;
03/12/2020;Málaga;Hospitalizados;3742;
03/12/2020;Málaga;Total UCI;326;
03/12/2020;Málaga;Fallecidos;692;
03/12/2020;Málaga;Curados;25854;
03/12/2020;Sevilla;Confirmados PDIA;55563;
03/12/2020;Sevilla;Aumento;227;
03/12/2020;Sevilla;Confirmados PDIA 14 días;3685;
03/12/2020;Sevilla;Confirmados PDIA 7 días;1190;
03/12/2020;Sevilla;Total confirmados ;56491;
03/12/2020;Sevilla;Hospitalizados;4915;
03/12/2020;Sevilla;Total UCI;419;
03/12/2020;Sevilla;Fallecidos;945;
03/12/2020;Sevilla;Curados;31842;
02/12/2020;Andalucía;Confirmados PDIA;233921;
02/12/2020;Andalucía;Aumento;1352;
02/12/2020;Andalucía;Confirmados PDIA 14 días;22694;
02/12/2020;Andalucía;Confirmados PDIA 7 días;8074;
02/12/2020;Andalucía;Total confirmados ;240029;
02/12/2020;Andalucía;Hospitalizados;20798;
02/12/2020;Andalucía;Total UCI;1861;
02/12/2020;Andalucía;Fallecidos;4208;
02/12/2020;Andalucía;Curados;130076;
02/12/2020;Almería;Confirmados PDIA;18244;
02/12/2020;Almería;Aumento;163;
02/12/2020;Almería;Confirmados PDIA 14 días;2183;
02/12/2020;Almería;Confirmados PDIA 7 días;891;
02/12/2020;Almería;Total confirmados ;18620;
02/12/2020;Almería;Hospitalizados;1238;
02/12/2020;Almería;Total UCI;178;
02/12/2020;Almería;Fallecidos;225;
02/12/2020;Almería;Curados;12816;
02/12/2020;Cádiz;Confirmados PDIA;26446;
02/12/2020;Cádiz;Aumento;170;
02/12/2020;Cádiz;Confirmados PDIA 14 días;4326;
02/12/2020;Cádiz;Confirmados PDIA 7 días;1637;
02/12/2020;Cádiz;Total confirmados ;26874;
02/12/2020;Cádiz;Hospitalizados;1955;
02/12/2020;Cádiz;Total UCI;184;
02/12/2020;Cádiz;Fallecidos;439;
02/12/2020;Cádiz;Curados;13620;
02/12/2020;Córdoba;Confirmados PDIA;23071;
02/12/2020;Córdoba;Aumento;107;
02/12/2020;Córdoba;Confirmados PDIA 14 días;1813;
02/12/2020;Córdoba;Confirmados PDIA 7 días;736;
02/12/2020;Córdoba;Total confirmados ;23575;
02/12/2020;Córdoba;Hospitalizados;2202;
02/12/2020;Córdoba;Total UCI;228;
02/12/2020;Córdoba;Fallecidos;456;
02/12/2020;Córdoba;Curados;13226;
02/12/2020;Granada;Confirmados PDIA;43919;
02/12/2020;Granada;Aumento;169;
02/12/2020;Granada;Confirmados PDIA 14 días;3135;
02/12/2020;Granada;Confirmados PDIA 7 días;926;
02/12/2020;Granada;Total confirmados ;44777;
02/12/2020;Granada;Hospitalizados;3751;
02/12/2020;Granada;Total UCI;298;
02/12/2020;Granada;Fallecidos;857;
02/12/2020;Granada;Curados;16023;
02/12/2020;Huelva;Confirmados PDIA;9753;
02/12/2020;Huelva;Aumento;100;
02/12/2020;Huelva;Confirmados PDIA 14 días;1675;
02/12/2020;Huelva;Confirmados PDIA 7 días;631;
02/12/2020;Huelva;Total confirmados ;10031;
02/12/2020;Huelva;Hospitalizados;682;
02/12/2020;Huelva;Total UCI;41;
02/12/2020;Huelva;Fallecidos;107;
02/12/2020;Huelva;Curados;4694;
02/12/2020;Jaén;Confirmados PDIA;22933;
02/12/2020;Jaén;Aumento;165;
02/12/2020;Jaén;Confirmados PDIA 14 días;2304;
02/12/2020;Jaén;Confirmados PDIA 7 días;747;
02/12/2020;Jaén;Total confirmados ;23644;
02/12/2020;Jaén;Hospitalizados;2387;
02/12/2020;Jaén;Total UCI;192;
02/12/2020;Jaén;Fallecidos;523;
02/12/2020;Jaén;Curados;13404;
02/12/2020;Málaga;Confirmados PDIA;34219;
02/12/2020;Málaga;Aumento;186;
02/12/2020;Málaga;Confirmados PDIA 14 días;3115;
02/12/2020;Málaga;Confirmados PDIA 7 días;1246;
02/12/2020;Málaga;Total confirmados ;36246;
02/12/2020;Málaga;Hospitalizados;3726;
02/12/2020;Málaga;Total UCI;324;
02/12/2020;Málaga;Fallecidos;684;
02/12/2020;Málaga;Curados;25665;
02/12/2020;Sevilla;Confirmados PDIA;55336;
02/12/2020;Sevilla;Aumento;292;
02/12/2020;Sevilla;Confirmados PDIA 14 días;4143;
02/12/2020;Sevilla;Confirmados PDIA 7 días;1260;
02/12/2020;Sevilla;Total confirmados ;56262;
02/12/2020;Sevilla;Hospitalizados;4857;
02/12/2020;Sevilla;Total UCI;416;
02/12/2020;Sevilla;Fallecidos;917;
02/12/2020;Sevilla;Curados;30628;
01/12/2020;Andalucía;Confirmados PDIA;232569;
01/12/2020;Andalucía;Aumento;790;
01/12/2020;Andalucía;Confirmados PDIA 14 días;24700;
01/12/2020;Andalucía;Confirmados PDIA 7 días;8878;
01/12/2020;Andalucía;Total confirmados ;238665;
01/12/2020;Andalucía;Hospitalizados;20507;
01/12/2020;Andalucía;Total UCI;1807;
01/12/2020;Andalucía;Fallecidos;4121;
01/12/2020;Andalucía;Curados;126950;
01/12/2020;Almería;Confirmados PDIA;18081;
01/12/2020;Almería;Aumento;55;
01/12/2020;Almería;Confirmados PDIA 14 días;2290;
01/12/2020;Almería;Confirmados PDIA 7 días;942;
01/12/2020;Almería;Total confirmados ;18456;
01/12/2020;Almería;Hospitalizados;1224;
01/12/2020;Almería;Total UCI;177;
01/12/2020;Almería;Fallecidos;223;
01/12/2020;Almería;Curados;12730;
01/12/2020;Cádiz;Confirmados PDIA;26276;
01/12/2020;Cádiz;Aumento;188;
01/12/2020;Cádiz;Confirmados PDIA 14 días;4617;
01/12/2020;Cádiz;Confirmados PDIA 7 días;1836;
01/12/2020;Cádiz;Total confirmados ;26704;
01/12/2020;Cádiz;Hospitalizados;1910;
01/12/2020;Cádiz;Total UCI;174;
01/12/2020;Cádiz;Fallecidos;431;
01/12/2020;Cádiz;Curados;13419;
01/12/2020;Córdoba;Confirmados PDIA;22964;
01/12/2020;Córdoba;Aumento;81;
01/12/2020;Córdoba;Confirmados PDIA 14 días;1970;
01/12/2020;Córdoba;Confirmados PDIA 7 días;800;
01/12/2020;Córdoba;Total confirmados ;23468;
01/12/2020;Córdoba;Hospitalizados;2171;
01/12/2020;Córdoba;Total UCI;228;
01/12/2020;Córdoba;Fallecidos;451;
01/12/2020;Córdoba;Curados;12832;
01/12/2020;Granada;Confirmados PDIA;43750;
01/12/2020;Granada;Aumento;60;
01/12/2020;Granada;Confirmados PDIA 14 días;3568;
01/12/2020;Granada;Confirmados PDIA 7 días;1064;
01/12/2020;Granada;Total confirmados ;44606;
01/12/2020;Granada;Hospitalizados;3701;
01/12/2020;Granada;Total UCI;284;
01/12/2020;Granada;Fallecidos;837;
01/12/2020;Granada;Curados;15084;
01/12/2020;Huelva;Confirmados PDIA;9653;
01/12/2020;Huelva;Aumento;39;
01/12/2020;Huelva;Confirmados PDIA 14 días;1831;
01/12/2020;Huelva;Confirmados PDIA 7 días;711;
01/12/2020;Huelva;Total confirmados ;9929;
01/12/2020;Huelva;Hospitalizados;673;
01/12/2020;Huelva;Total UCI;41;
01/12/2020;Huelva;Fallecidos;106;
01/12/2020;Huelva;Curados;4676;
01/12/2020;Jaén;Confirmados PDIA;22768;
01/12/2020;Jaén;Aumento;68;
01/12/2020;Jaén;Confirmados PDIA 14 días;2486;
01/12/2020;Jaén;Confirmados PDIA 7 días;843;
01/12/2020;Jaén;Total confirmados ;23476;
01/12/2020;Jaén;Hospitalizados;2336;
01/12/2020;Jaén;Total UCI;189;
01/12/2020;Jaén;Fallecidos;513;
01/12/2020;Jaén;Curados;13085;
01/12/2020;Málaga;Confirmados PDIA;34033;
01/12/2020;Málaga;Aumento;109;
01/12/2020;Málaga;Confirmados PDIA 14 días;3300;
01/12/2020;Málaga;Confirmados PDIA 7 días;1350;
01/12/2020;Málaga;Total confirmados ;36058;
01/12/2020;Málaga;Hospitalizados;3705;
01/12/2020;Málaga;Total UCI;322;
01/12/2020;Málaga;Fallecidos;664;
