"","Fecha","Isla","Provincia","Hospital","Hispitalizados","UCI - Críticas con respirador","UCI - Críticas sin respirador"
"3448","20/08/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"3449","20/08/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",0,0,0
"3450","20/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",34,5,0
"3451","20/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",17,3,0
"3452","20/08/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",2,0,0
"3453","20/08/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"3454","20/08/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"3455","20/08/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",2,0,0
"3456","20/08/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",2,0,0
"3457","20/08/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",1,0,0
"3458","20/08/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"3459","20/08/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",0,0,0
"3460","20/08/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",6,1,0
"3461","20/08/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"3462","20/08/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"3463","20/08/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",10,1,0
"3464","20/08/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",11,3,0
"3465","20/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"3466","20/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"3467","20/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",5,0,0
"3468","20/08/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",2,0,0
"3469","20/08/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",0,0,0
"3470","20/08/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"3471","21/08/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"3472","21/08/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",0,0,0
"3473","21/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",36,6,0
"3474","21/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",19,3,0
"3475","21/08/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"3476","21/08/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"3477","21/08/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"3478","21/08/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",2,0,0
"3479","21/08/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",2,0,0
"3480","21/08/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",2,0,0
"3481","21/08/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",0,0,0
"3482","21/08/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",0,0,0
"3483","21/08/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",6,1,0
"3484","21/08/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"3485","21/08/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"3486","21/08/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",10,1,0
"3487","21/08/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",15,3,0
"3488","21/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"3489","21/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"3490","21/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",5,0,0
"3491","21/08/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",1,0,0
"3492","21/08/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",0,0,0
"3493","21/08/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"3494","22/08/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"3495","22/08/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",1,0,0
"3496","22/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",41,9,0
"3497","22/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",24,4,0
"3498","22/08/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"3499","22/08/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"3500","22/08/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"3501","22/08/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",1,0,0
"3502","22/08/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",2,0,0
"3503","22/08/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",2,0,0
"3504","22/08/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",2,0,0
"3505","22/08/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",0,0,0
"3506","22/08/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",7,1,0
"3507","22/08/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"3508","22/08/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"3509","22/08/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",11,1,0
"3510","22/08/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",9,4,0
"3511","22/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"3512","22/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"3513","22/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",4,0,0
"3514","22/08/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",2,0,0
"3515","22/08/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",0,0,0
"3516","22/08/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"3517","23/08/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"3518","23/08/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",1,0,0
"3519","23/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",43,12,0
"3520","23/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",28,4,0
"3521","23/08/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"3522","23/08/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"3523","23/08/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"3524","23/08/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",1,0,0
"3525","23/08/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",2,0,0
"3526","23/08/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",2,0,0
"3527","23/08/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",2,0,0
"3528","23/08/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",0,0,0
"3529","23/08/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",8,1,0
"3530","23/08/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"3531","23/08/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"3532","23/08/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",11,1,0
"3533","23/08/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",14,4,0
"3534","23/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"3535","23/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"3536","23/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",5,0,0
"3537","23/08/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",1,0,0
"3538","23/08/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",0,0,0
"3539","23/08/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"3540","24/08/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"3541","24/08/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",1,0,0
"3542","24/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",53,11,0
"3543","24/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",25,5,0
"3544","24/08/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"3545","24/08/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"3546","24/08/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"3547","24/08/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",2,0,0
"3548","24/08/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",2,0,0
"3549","24/08/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",3,0,0
"3550","24/08/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",2,0,0
"3551","24/08/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",0,0,0
"3552","24/08/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",10,1,0
"3553","24/08/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"3554","24/08/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"3555","24/08/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",9,2,0
"3556","24/08/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",18,4,0
"3557","24/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",0,0,0
"3558","24/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"3559","24/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",5,0,0
"3560","24/08/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",2,0,0
"3561","24/08/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",2,0,0
"3562","24/08/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"3563","25/08/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"3564","25/08/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",1,0,0
"3565","25/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",61,14,0
"3566","25/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",23,6,0
"3567","25/08/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"3568","25/08/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"3569","25/08/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"3570","25/08/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",1,0,0
"3571","25/08/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",2,0,0
"3572","25/08/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",4,0,0
"3573","25/08/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",2,0,0
"3574","25/08/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",0,0,0
"3575","25/08/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",10,1,0
"3576","25/08/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"3577","25/08/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"3578","25/08/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",4,2,0
"3579","25/08/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",16,4,0
"3580","25/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",2,0,0
"3581","25/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"3582","25/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",4,0,0
"3583","25/08/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",0,0,0
"3584","25/08/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",1,0,0
"3585","25/08/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"3586","26/08/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"3587","26/08/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",0,0,0
"3588","26/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",64,14,0
"3589","26/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",24,8,0
"3590","26/08/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"3591","26/08/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"3592","26/08/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"3593","26/08/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",1,0,0
"3594","26/08/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",2,0,0
"3595","26/08/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",3,0,0
"3596","26/08/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",2,0,0
"3597","26/08/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",1,0,0
"3598","26/08/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",12,1,0
"3599","26/08/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"3600","26/08/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"3601","26/08/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",5,2,0
"3602","26/08/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",19,4,0
"3603","26/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",2,0,0
"3604","26/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"3605","26/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",3,0,0
"3606","26/08/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",1,0,0
"3607","26/08/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",0,0,0
"3608","26/08/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"3609","27/08/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"3610","27/08/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",2,0,0
"3611","27/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",70,15,0
"3612","27/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",29,9,0
"3613","27/08/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"3614","27/08/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"3615","27/08/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"3616","27/08/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",2,0,0
"3617","27/08/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",1,0,0
"3618","27/08/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",3,0,0
"3619","27/08/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",2,0,0
"3620","27/08/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",1,0,0
"3621","27/08/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",9,1,0
"3622","27/08/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"3623","27/08/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"3624","27/08/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",5,2,0
"3625","27/08/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",24,4,0
"3626","27/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",3,0,0
"3627","27/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"3628","27/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",3,0,0
"3629","27/08/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",0,0,0
"3630","27/08/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",0,0,0
"3631","27/08/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"3632","28/08/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"3633","28/08/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",1,1,0
"3634","28/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",76,16,0
"3635","28/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",29,9,0
"3636","28/08/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"3637","28/08/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"3638","28/08/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"3639","28/08/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",3,0,0
"3640","28/08/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",1,0,0
"3641","28/08/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",2,0,0
"3642","28/08/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",2,0,0
"3643","28/08/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",1,0,0
"3644","28/08/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",9,1,0
"3645","28/08/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"3646","28/08/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"3647","28/08/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",4,2,0
"3648","28/08/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",20,4,0
"3649","28/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",3,0,0
"3650","28/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"3651","28/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",3,0,0
"3652","28/08/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",0,0,0
"3653","28/08/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",0,0,0
"3654","28/08/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"3655","29/08/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"3656","29/08/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",1,1,0
"3657","29/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",81,17,0
"3658","29/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",39,10,0
"3659","29/08/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"3660","29/08/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"3661","29/08/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"3662","29/08/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",2,0,0
"3663","29/08/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",1,0,0
"3664","29/08/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",2,0,0
"3665","29/08/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",2,0,0
"3666","29/08/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",1,0,0
"3667","29/08/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",11,1,0
"3668","29/08/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"3669","29/08/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"3670","29/08/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",4,2,0
"3671","29/08/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",19,4,0
"3672","29/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",3,0,0
"3673","29/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"3674","29/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",3,0,0
"3675","29/08/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",1,0,0
"3676","29/08/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",0,0,0
"3677","29/08/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"3678","30/08/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"3679","30/08/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",1,1,0
"3680","30/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",82,16,0
"3681","30/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",47,9,0
"3682","30/08/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"3683","30/08/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"3684","30/08/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"3685","30/08/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",2,0,0
"3686","30/08/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",1,0,0
"3687","30/08/2020","Gran Canaria","Las Palmas","Vithas Hospital Santa Catalina",2,0,0
"3688","30/08/2020","La Gomera","Santa Cruz de Tenerife","Hospital Nuestra Señora de Guadalupe",2,0,0
"3689","30/08/2020","La Palma","Santa Cruz de Tenerife","Hospital General de La Palma",1,0,0
"3690","30/08/2020","Lanzarote","Las Palmas","Hospital Dr. José Molina Orosa",12,1,0
"3691","30/08/2020","Lanzarote","Las Palmas","Hospiten Lanzarote (Clínicas del Sur S.U.L.)",0,0,0
"3692","30/08/2020","Tenerife","Santa Cruz de Tenerife","Clínica Parque, S.A.",0,0,0
"3693","30/08/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario de Canarias",5,2,0
"3694","30/08/2020","Tenerife","Santa Cruz de Tenerife","Complejo Hospitalario Universitario Nuestra Señora de Candelaria",23,4,0
"3695","30/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Costa Adeje",3,0,0
"3696","30/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital Quirón Tenerife",0,0,0
"3697","30/08/2020","Tenerife","Santa Cruz de Tenerife","Hospital San Juan de Dios",1,0,0
"3698","30/08/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Bellevue",3,0,0
"3699","30/08/2020","Tenerife","Santa Cruz de Tenerife","Hospiten Sur",2,0,0
"3700","30/08/2020","Tenerife","Santa Cruz de Tenerife","RAMBLA",0,0,0
"3701","31/08/2020","El Hierro","Santa Cruz de Tenerife","Hospital Insular Nuestra Señora de los Reyes",0,0,0
"3702","31/08/2020","Fuerteventura","Las Palmas","Hospital General de Fuerteventura",3,0,0
"3703","31/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario de Gran Canaria Dr. Negrín",80,19,0
"3704","31/08/2020","Gran Canaria","Las Palmas","Complejo Hospitalario Universitario Insular - Materno Infantil",42,9,0
"3705","31/08/2020","Gran Canaria","Las Palmas","Hospital Clínica Roca (Roca Gestión Hospitalaria)",0,0,0
"3706","31/08/2020","Gran Canaria","Las Palmas","Hospital Nuestra Señora del Perpetuo Socorro",0,0,0
"3707","31/08/2020","Gran Canaria","Las Palmas","Hospital Policlínico La Paloma, S.A.",0,0,0
"3708","31/08/2020","Gran Canaria","Las Palmas","Hospital San Roque Las Palmas de Gran Canaria",2,0,0
"3709","31/08/2020","Gran Canaria","Las Palmas","Hospital San Roque Maspalomas",1,0,0
